LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;BAD
10300;44941;60694;DebtCon;Other;2;0;0;85.681205116;0;20;0
10400;63505;75811;DebtCon;Other;3;0;0;182.0920717;2;17;0
10400;66044;83531;HomeImp;Office;12;0;0;241.51415322;0;31;0
10400;62442;73197;DebtCon;ProfExe;8;0;0;47.610677633;1;24;0
10400;56610;86831;HomeImp;Other;19;0;0;190.08482952;0;28;0
10400;64904;76767;DebtCon;Office;11;0;0;245.01801188;4;37;0
10400;64336;77564;DebtCon;Office;4;2;3;188.78007609;2;30;0
10400;37233;52320;DebtCon;Other;15;0;0;88.677328625;0;11;0
10400;57816;82047;HomeImp;Other;3;0;1;176.65689456;0;12;0
10400;51200;76125;DebtCon;Other;12;0;0;132.36666667;0;16;1
10400;39821;54040;HomeImp;Mgr;21;1;0;231.60541135;1;18;0
10400;78320;100017;DebtCon;Other;10;0;0;167.42253971;4;21;0
10400;42714;72322;DebtCon;Other;12;0;0;105.07480159;6;15;1
10400;45710;55299;DebtCon;Office;0;0;0;166.37415023;0;20;0
10400;11426;69294;DebtCon;ProfExe;20;0;1;396.92626454;1;11;0
10500;60145;63268;HomeImp;Other;4;0;0;122.49607792;0;34;0
10500;154434;179486;HomeImp;Office;5;0;0;182.35389999;1;55;0
10500;64331;65040;HomeImp;Other;4;0;0;66.541057817;1;20;0
10500;13694;87580;DebtCon;Other;8;0;0;258.55492784;0;14;0
10500;88829;114962;DebtCon;Other;13;0;0;206.21222804;3;15;0
10500;53537;66674;DebtCon;Office;4;0;0;83.503094799;2;11;0
10500;41467;58329;DebtCon;Mgr;2;0;0;187.71348615;0;22;0
10500;57880;66802;DebtCon;Other;2;0;0;94.598425262;8;21;1
10500;63130;71387;DebtCon;Other;3;0;2;305.55692802;0;10;0
10500;57372;67960;DebtCon;ProfExe;1.5;0;0;158.26666667;2;35;0
10500;74000;89000;DebtCon;Mgr;6;0;0;138.03333333;2;27;0
10500;41500;56247;DebtCon;Other;8;0;1;70.033333333;2;24;1
10500;69656;88198;DebtCon;Office;15;0;0;97.319406172;0;8;0
10500;42003;53754;DebtCon;Other;16;0;0;84.551104187;0;12;0
10500;76729;102287;HomeImp;ProfExe;5;0;0;89.062698773;1;33;0
10500;74814;98132;HomeImp;ProfExe;8;0;0;164.3308981;0;34;0
10500;55267;65160;DebtCon;Other;1;0;0;108.27542318;8;22;1
10500;34044;55784;DebtCon;Other;10;0;0;245.1308598;1;32;0
10500;27180;86978;HomeImp;ProfExe;22;0;0;230.72115441;0;10;0
10600;47701;66500;DebtCon;Other;10;0;0;103.01428965;0;23;0
10600;80386;106526;HomeImp;ProfExe;1;0;0;64.066735538;1;19;0
10600;54344;92742;HomeImp;Other;19;0;0;171.20507901;0;28;0
10600;39061;50225;DebtCon;Other;15;0;0;77.114285108;0;12;0
10600;61294;82646;DebtCon;ProfExe;5;0;4;87.859169291;2;13;1
10600;46589;64559;HomeImp;Other;8;0;0;85.230876487;2;33;0
10600;28264;86546;HomeImp;ProfExe;20;0;0;244.14050903;0;11;0
10600;44696;57686;DebtCon;Office;0;0;0;170.34097406;0;20;0
10600;61513;73143;DebtCon;ProfExe;2;0;0;164.56765548;2;34;0
10600;82365;100272;DebtCon;ProfExe;3;1;0;122.48359427;0;26;0
10600;62909;81411;HomeImp;Other;15;0;0;238.31447075;1;35;0
10600;53200;71000;DebtCon;ProfExe;2;0;0;224.23333333;5;39;1
10600;22000;35200;DebtCon;Mgr;13;0;0;90.333333333;5;14;1
10600;56814;66692;DebtCon;Mgr;10;0;0;107.37405519;1;18;0
10600;136820;201820;DebtCon;ProfExe;2;0;0;68.353056056;1;22;0
10600;50662;62491;DebtCon;Other;0;0;0;197.70926699;1;13;0
10600;43676;61576;DebtCon;Other;6;0;0;84.839126053;1;10;0
10600;66590;77465;HomeImp;Other;1;1;0;110.77162319;0;6;0
10600;46972;80147;HomeImp;Office;12;3;0;244.23353012;2;29;0
10600;63245;82041;DebtCon;Office;3;1;3;184.5725782;3;29;0
10600;73844;107640;HomeImp;ProfExe;3;0;0;92.979490511;0;34;0
10600;83217;101359;DebtCon;Mgr;1;0;0;54.746622005;2;24;0
10600;27666;56218;HomeImp;Other;3;0;0;249.85118993;0;10;0
10600;48018;68963;DebtCon;Mgr;2;0;0;186.7575926;1;16;0
10600;56352;75277;DebtCon;Office;5;0;0;98.377278192;2;15;0
10600;72022;82238;DebtCon;Office;5;1;2;181.76894044;3;30;0
10600;58701;67967;DebtCon;Mgr;10;0;0;116.53228926;1;19;0
10700;85198;107044;HomeImp;ProfExe;0;0;0;66.758325469;0;19;0
10700;56197;79272;HomeImp;Other;18;0;0;218.98166217;1;16;0
10700;126751;184554;DebtCon;Other;8;0;0;225.87035215;0;19;0
10700;48322;64383;DebtCon;Other;0;1;0;185.25673471;2;12;0
10700;124330;176350;DebtCon;Other;8;0;0;222.63433925;1;19;0
10700;55341;78062;HomeImp;Other;3;0;1;192.59685455;0;12;0
10700;55043;68609;DebtCon;Other;2;0;0;46.272175955;1;17;1
10700;73996;92766;DebtCon;Office;15;0;1;102.14742858;0;9;0
10700;59588;69166;HomeImp;Other;6;0;0;133.90650517;0;17;0
10700;49573;68125;DebtCon;Other;2;0;0;223.2;0;10;0
10700;122000;148000;DebtCon;ProfExe;0.7;0;0;165.33333333;7;29;1
10700;34000;49756;HomeImp;Other;0.9;1;0;230.3;8;8;1
10700;67523;85560;DebtCon;Sales;5;0;0;126.84293494;0;35;0
10700;41144;59375;DebtCon;Other;2;0;0;73.6;1;18;1
10700;50210;64838;HomeImp;Other;9;0;0;95.039168276;2;34;0
10700;54091;67661;HomeImp;Other;27;0;2;188.53398908;0;24;0
10700;147477;181050;HomeImp;Office;6;0;0;190.02108492;1;55;0
10700;115118;124198;DebtCon;Self;6;1;0;174.34182326;0;19;0
10700;110789;126781;DebtCon;Self;6;0;1;178.6374675;0;19;0
10700;67065;96171;DebtCon;Office;9;0;0;205.00760033;3;28;0
10800;199000;226000;HomeImp;ProfExe;11;0;0;236.36666667;0;22;0
10800;64305;107374;DebtCon;ProfExe;9;0;0;97.861325762;0;36;1
10800;11950;46780;HomeImp;Office;24;0;0;268.9;0;20;0
10800;70214;83882;DebtCon;Office;4;1;2;172.79930087;3;30;0
10800;49254;80527;HomeImp;Other;2;0;2;202.53743039;0;13;0
10800;44355;57742;HomeImp;Other;20;0;1;129.73199214;0;22;0
10800;125732;184667;DebtCon;Other;7;0;0;212.22346879;0;19;0
10800;80203;98731;DebtCon;Other;4;0;0;113.42514573;2;31;0
10800;64181;70996;DebtCon;Other;4;0;0;171.75957905;2;17;0
10800;57892;78900;DebtCon;ProfExe;15;0;3;329.16666667;1;14;1
10800;75000;87400;HomeImp;Other;7;1;0;101.46666667;2;19;1
10800;52600;66700;DebtCon;ProfExe;2;0;0;110.56666667;5;26;1
10800;75378;86060;DebtCon;Mgr;6;0;0;102.66507078;0;23;0
10800;67740;108135;DebtCon;Office;11;0;0;163.27383179;1;12;0
10800;56477;94980;HomeImp;Other;17;0;0;179.91736263;0;28;0
10800;78898;86567;DebtCon;ProfExe;9;0;0;179.83082878;0;12;0
10800;59469;69834;DebtCon;Other;3;0;0;308.75917568;0;9;0
10800;61791;78361;DebtCon;Office;5;0;0;94.518067782;2;15;0
10800;24182;39750;DebtCon;ProfExe;2;0;0;176.83333333;0;36;1
10800;83441;92148;DebtCon;Mgr;5;0;0;119.14584404;1;26;0
10800;49953;75322;DebtCon;Other;0;0;0;58.892731331;8;21;0
10800;67171;82138;HomeImp;Other;2;0;0;89.124526305;0;6;0
10800;13365;66979;HomeImp;Other;9;2;1;346.9796514;1;22;0
10800;42191;57224;DebtCon;Other;15;0;0;68.810826166;0;11;0
10800;61767;72668;DebtCon;ProfExe;15;0;0;228.98545319;3;32;0
10900;86754;110000;DebtCon;ProfExe;13;0;2;103.43333333;0;19;1
10900;49406;83074;HomeImp;Other;1;0;1;191.81512308;0;13;0
10900;22513;52355;HomeImp;Other;1;0;0;248.58340866;0;10;0
10900;17282;70783;DebtCon;ProfExe;19;0;1;404.9043933;0;11;0
10900;56793;68825;DebtCon;Other;3;0;0;225.88904146;0;9;0
10900;51990;76918;HomeImp;Other;0;0;1;180.81810233;0;12;0
10900;59029;76120;DebtCon;Other;2;0;0;231.73414438;0;10;0
10900;116030;125179;DebtCon;Self;6;0;0;177.08584488;0;19;0
10900;45028;61014;DebtCon;Other;10;0;0;72.494660925;0;23;0
10900;49352;56529;DebtCon;Other;7;0;1;78.833617625;2;23;1
11000;14046;34777;DebtCon;Other;5;0;0;256.63415201;0;11;0
11000;88252;112567;DebtCon;Other;11;0;0;224.71557646;2;15;0
11000;52602;61496;DebtCon;Other;13;0;0;107.34006616;0;22;0
11000;60513;110485;DebtCon;Mgr;3;1;1;126.77192888;1;17;1
11000;76958;88607;DebtCon;ProfExe;9;0;0;175.41182666;0;12;0
11000;21738;86586;HomeImp;ProfExe;20;0;0;241.06079106;0;10;0
11000;77929;102942;HomeImp;ProfExe;8;0;0;173.8298837;0;34;0
11000;89275;108653;DebtCon;Other;15;0;0;206.90348089;2;15;0
11000;57554;68222;DebtCon;ProfExe;14;0;0;215.43179389;3;32;0
11000;21780;85505;HomeImp;ProfExe;19;0;0;240.68258102;0;10;0
11000;63314;69285;DebtCon;ProfExe;15;0;0;244.01777452;3;32;0
11000;48538;63805;DebtCon;Other;9;0;0;88.606023456;0;22;0
11000;50716;61492;DebtCon;Other;3;0;1;90.230329762;0;20;0
11000;77517;86214;HomeImp;ProfExe;2;2;0;352.37913787;0;28;1
11000;56795;70014;DebtCon;Other;3;0;1;319.79577127;0;10;0
11000;45000;63775;DebtCon;Other;14;0;0;173.16666667;0;18;1
11000;49000;66922;DebtCon;Other;11;0;2;91;3;32;1
11000;108095;137000;DebtCon;ProfExe;3;0;0;277;1;46;0
11000;15129;29375;DebtCon;Office;6;0;1;102.43333333;0;17;0
11000;74596;98000;HomeImp;ProfExe;6;0;0;108.53333333;1;27;0
11000;85149;106820;HomeImp;Mgr;10;0;0;240.43333333;0;25;0
11000;63847;86500;HomeImp;Office;26;0;0;170.43333333;2;14;0
11000;54100;70438;DebtCon;Self;2;3;1;115.6;1;25;1
11000;66400;81500;DebtCon;Other;9.5;0;0;215.06666667;0;65;1
11000;63975;235000;HomeImp;ProfExe;4;5;0;123.76666667;1;17;1
11000;53700;68000;DebtCon;Mgr;6;0;0;101.5;0;13;1
11000;62227;81250;DebtCon;Office;9;0;5;123.76666667;3;34;1
11000;122751;140000;DebtCon;Other;5;0;0;116.7;2;30;1
11000;85474;118125;HomeImp;Office;2.5;2;0;132.93333333;1;9;1
11000;131949;165096;HomeImp;ProfExe;5;0;0;440.42125368;0;42;0
11000;54641;65705;DebtCon;Other;5;0;0;323.19292763;0;10;0
11000;85758;108661;HomeImp;Mgr;11;0;0;255.28741537;0;24;0
11000;60123;74887;HomeImp;Other;3;0;1;242.24976115;2;16;0
11000;43614;60831;DebtCon;Other;3;0;2;84.444746145;0;20;0
11000;83639;98081;DebtCon;Other;10;0;0;155.37122034;4;22;0
11000;50178;64427;DebtCon;Other;5;0;0;67.636289053;1;11;0
11000;77723;107245;HomeImp;ProfExe;5;0;0;115.55852962;0;26;0
11000;46093;60563;DebtCon;Mgr;4;0;0;190.48216428;1;21;0
11000;85008;73223;HomeImp;Mgr;7;0;2;197.12004536;0;23;1
11000;92521;110704;DebtCon;Other;13;0;0;208.89848526;2;16;0
11000;49000;68000;HomeImp;Other;2;2;3;9.1;3;15;1
11000;48893;113223;DebtCon;ProfExe;7;0;1;237.09808129;0;9;0
11100;47689;52910;HomeImp;Mgr;21;1;1;224.48075013;1;18;0
11100;79226;88112;DebtCon;ProfExe;10;0;1;179.64827359;1;12;0
11100;72402;86584;DebtCon;Mgr;8;0;0;102.97207872;0;22;0
11100;17430;68499;DebtCon;ProfExe;20;0;2;403.96540093;1;12;0
11100;82849;113913;HomeImp;ProfExe;10;0;1;167.36102992;0;27;0
11100;27861;47737;HomeImp;Other;8;0;0;89.492116658;0;4;0
11100;82329;100139;HomeImp;ProfExe;5;0;0;108.53256364;0;26;0
11100;80922;95105;DebtCon;Other;3;0;0;90.881292261;2;31;0
11100;52029;71376;HomeImp;Other;4;0;1;250.25216481;2;16;0
11100;61856;77275;HomeImp;Other;4;0;1;243.71377409;1;16;0
11100;53232;86703;HomeImp;Other;16;0;0;183.20620747;0;29;0
11100;75392;89976;DebtCon;ProfExe;9;0;0;163.70355537;1;12;0
11100;54496;71895;HomeImp;Other;6;0;0;125.76577489;0;16;0
11100;56999;67427;HomeImp;Other;8;0;0;139.51391501;0;16;0
11100;67366;102936;DebtCon;Other;9;0;0;213.28149573;0;20;0
11100;35782;45550;HomeImp;Other;8;0;0;109.28434579;0;3;0
11100;148235;182053;HomeImp;Office;4;0;0;198.80971711;0;55;0
11100;48031;107561;DebtCon;ProfExe;5;0;1;226.78110513;0;9;0
11100;43167;60209;DebtCon;Other;3;0;1;80.368196976;0;20;0
11100;50350;58837;DebtCon;Other;6;0;0;80.843216818;0;10;0
11200;66868;107794;DebtCon;Office;10;0;0;152.92982848;1;12;0
11200;93649;113833;DebtCon;Other;13;0;0;205.11724572;3;16;0
11200;29348;87351;HomeImp;ProfExe;20;0;0;224.39489458;0;11;0
11200;44966;55114;DebtCon;Office;1;0;0;173.96189741;1;21;0
11200;23181;80140;HomeImp;ProfExe;21;0;0;221.4180934;0;10;0
11200;68890;84059;DebtCon;Office;12;0;0;254.01968935;3;36;0
11200;17411;86102;DebtCon;Other;10;0;0;267.97010945;0;13;0
11200;114000;139200;DebtCon;Mgr;5;0;0;213.56666667;1;36;1
11200;56842;66710;HomeImp;Other;6;0;0;144.79522043;0;17;0
11200;56877;65125;HomeImp;Other;6;2;0;12.176928574;0;1;1
11200;62752;73003;DebtCon;ProfExe;13;0;0;226.56590487;3;31;0
11200;65508;103523;DebtCon;Office;12;0;0;154.42736766;0;12;0
11200;153103;181849;HomeImp;Office;6;0;0;186.249507;0;55;0
11200;68990;81922;DebtCon;Mgr;12;0;1;120.88581123;2;23;1
11200;19496;73140;DebtCon;ProfExe;20;0;1;399.24269191;1;12;0
11300;57377;75038;DebtCon;Office;4;0;0;91.219961165;1;15;0
11300;124205;196124;HomeImp;Office;0;0;1;332.72338954;0;15;0
11300;64437;79857;DebtCon;Office;5;0;0;88.789155967;2;14;0
11300;61810;79817;DebtCon;Office;6;0;0;98.224144195;1;14;0
11300;62168;80681;DebtCon;Sales;6;0;0;117.3762292;0;34;0
11300;56651;71353;HomeImp;Other;29;1;2;176.91298776;1;24;0
11300;46120;52911;HomeImp;Mgr;19;0;0;229.44157776;1;17;0
11300;77926;89216;DebtCon;Mgr;6;0;0;146.81015408;2;26;0
11300;129489;195105;HomeImp;Office;0;0;1;356.31348584;0;16;0
11300;54984;63958;DebtCon;Mgr;4;0;0;190.92092996;1;16;0
11300;40752;53683;HomeImp;Other;22;0;1;129.75806208;0;23;0
11300;29000;59900;HomeImp;Mgr;3;1;0;91.633333333;4;11;1
11300;56602;71500;DebtCon;Office;11;2;1;52.8;12;20;1
11300;66814;82021;DebtCon;Office;4;2;3;173.71183851;3;29;0
11300;16115;69113;DebtCon;ProfExe;22;0;2;403.51499966;0;12;0
11300;77846;101984;HomeImp;ProfExe;5;0;0;112.38484554;1;27;0
11300;114392;214523;HomeImp;ProfExe;2;0;0;132.09765987;1;15;0
11300;62568;79009;HomeImp;Office;4;0;3;295.33466966;0;19;1
11300;78902;100332;DebtCon;ProfExe;4;0;0;116.99879949;0;26;0
11300;74783;100909;HomeImp;ProfExe;5;0;0;85.664833722;0;34;0
11400;75705;90727;DebtCon;Mgr;5;0;0;143.10103259;2;27;0
11400;55965;78051;DebtCon;Office;6;0;0;96.292020222;2;14;0
11400;59813;72873;DebtCon;ProfExe;13;0;0;234.33024049;4;31;0
11400;125486;195284;HomeImp;Office;0;0;0;354.29028718;0;15;0
11400;43530;56600;HomeImp;Other;21;0;0;114.98297904;0;23;0
11400;56789;74016;HomeImp;Other;7;0;0;127.62547457;0;16;0
11400;51203;60716;DebtCon;Other;2;0;0;99.104082616;0;20;0
11400;28043;87684;HomeImp;ProfExe;20;1;1;229.17795924;0;10;0
11400;112930;144830;DebtCon;ProfExe;2;0;0;271.23803732;1;46;0
11400;64934;74875;DebtCon;Other;3;0;0;192.31448267;2;16;0
11400;50166;61395;DebtCon;Other;1;0;0;188.88668235;1;12;0
11400;52068;80643;HomeImp;Other;2;0;2;199.08772113;0;13;0
11500;56720;82738;HomeImp;Other;17;0;0;200.41695429;0;16;0
11500;53651;87547;HomeImp;Other;18;0;0;191.39688748;0;16;0
11500;116430;215014;HomeImp;ProfExe;3;0;0;132.09363428;0;14;0
11500;43945;63337;DebtCon;Mgr;2;0;1;193.74248539;0;21;0
11500;53151;71645;HomeImp;Other;7;0;0;135.80047603;0;16;0
11500;70409;89099;DebtCon;ProfExe;9;0;0;169.40165199;0;11;0
11500;61264;75647;DebtCon;Office;11;0;0;262.89018789;3;36;0
11500;44097;58336;DebtCon;Office;0;0;0;173.31832075;0;20;0
11500;77143;86862;DebtCon;ProfExe;8;0;1;164.59640287;1;12;0
11500;21096;38952;DebtCon;Office;13;0;0;129.7;0;5;1
11500;47597.57;75937.5;DebtCon;Other;13.5;0;0;89.4;0;7;1
11500;64371;73636;DebtCon;ProfExe;2;0;0;162.11625392;1;35;0
11500;29281;37717;HomeImp;Mgr;15;0;0;61.915444655;0;9;0
11500;104610;118861;DebtCon;Other;18;0;1;203.70020243;1;16;0
11500;59781;69864;DebtCon;Other;4;0;1;312.54739604;0;9;0
11500;22758;36922;DebtCon;Office;7;0;1;103.04811711;0;16;0
11600;64143;78851;DebtCon;Office;6;0;3;201.36992202;3;29;0
11600;92613;108515;DebtCon;Other;11;0;0;206.8225881;3;16;0
11600;57939;69774;DebtCon;Mgr;5;0;0;91.99164592;0;12;1
11600;50433;107092;DebtCon;ProfExe;5;0;1;225.18169134;0;9;0
11600;89205;128462;DebtCon;Office;10;0;0;128.12359751;0;21;0
11600;22635;33353;DebtCon;Office;6;0;0;85.57207035;0;16;0
11600;57200;72500;DebtCon;Other;5;0;0;34.466666667;4;15;1
11600;45917;60000;DebtCon;Other;10;0;1;304.36666667;3;27;1
11600;96882;118914;DebtCon;ProfExe;13;0;0;176.22191092;2;17;0
11600;64510;71105;DebtCon;ProfExe;5;0;0;150.26333198;1;34;0
11600;129432;198705;HomeImp;Office;0;0;0;341.04732919;0;16;0
11600;73079;101219;HomeImp;ProfExe;7;0;0;152.249875;0;33;0
11700;42151;58947;HomeImp;Other;22;0;0;122.03036183;0;23;0
11700;78789;91342;DebtCon;Mgr;5;0;0;128.36067425;2;27;0
11700;47072;85090;HomeImp;Other;18;0;0;192.25318228;0;16;0
11700;95411;117927;DebtCon;ProfExe;14;0;0;177.92669579;1;17;0
11700;54085;68239;HomeImp;Other;2;1;2;8.0552650769;3;15;1
11700;51600;72399;HomeImp;Other;15;0;1;125.36336996;4;20;1
11700;52650;63646;DebtCon;Other;0;1;0;194.76099992;1;13;0
11700;59932;80313;HomeImp;Office;14;0;0;238.48646158;0;32;0
11700;63724;82252;DebtCon;Office;13;0;0;233.24887936;3;37;0
11700;59506;85000;DebtCon;Other;3;0;0;37.566666667;2;4;0
11700;69100;85000;DebtCon;Mgr;3.8;3;0;80.1;0;22;1
11700;62400;78000;DebtCon;Office;20;0;0;216.06666667;2;24;1
11700;63914;93707;DebtCon;Other;7;3;0;162.57983695;2;51;1
11700;74783;86227;DebtCon;Mgr;7;0;0;116.75680052;0;23;0
11700;15163;74500;DebtCon;ProfExe;19;0;2;378.82581852;1;11;0
11700;56441;86987;HomeImp;Other;17;0;0;198.03271759;0;16;0
11700;78157;103016;DebtCon;Mgr;1;0;0;69.805697668;2;24;0
11700;55119;67931;DebtCon;Mgr;4;0;0;199.41069924;2;16;0
11700;56990;83334;HomeImp;Other;4;0;2;177.43269886;0;13;0
11700;101520;110617;DebtCon;Other;18;0;2;198.54334807;1;16;0
11700;96532;107600;DebtCon;Other;12;0;0;214.86981675;2;15;0
11800;118053;125325;DebtCon;Self;5;0;0;181.17206513;0;18;0
11800;52104;61618;DebtCon;Office;0;0;0;160.74993141;0;21;0
11800;79131;102263;HomeImp;ProfExe;5;0;0;105.25389259;0;34;0
11800;67678;108092;HomeImp;ProfExe;13;0;7;126.65823161;0;36;1
11800;21813;30436;DebtCon;Office;5;0;1;104.01163591;0;16;0
11800;57760;65535;DebtCon;Mgr;11;0;0;108.46940045;1;18;0
11800;65062;78004;HomeImp;Office;12;0;0;251.14419571;0;31;0
11800;67336;82218;DebtCon;Office;12;0;0;255.31353476;3;36;0
11800;86785;125552;DebtCon;Office;11;0;0;148.17649241;1;22;0
11800;32257;59515;DebtCon;Office;23;0;0;231.59994452;0;29;0
11800;65012;91614;HomeImp;Office;26;0;0;171.88954687;2;13;0
11800;98877;110250;DebtCon;Other;18;0;2;195.86291677;1;16;0
11900;44600;63800;DebtCon;Other;9;0;0;243.5;0;18;0
11900;54867;79000;HomeImp;Mgr;1;0;0;182.6;2;23;1
11900;44142;54299;HomeImp;Other;22;0;0;123.47114722;0;22;0
11900;56443;86913;DebtCon;Office;12;0;0;119.85940967;0;24;0
11900;85486;109386;HomeImp;ProfExe;11;0;1;175.54256546;0;28;0
11900;108763;128780;DebtCon;Office;8;0;0;60.377932903;3;21;1
11900;56792;64130;DebtCon;Mgr;13;0;0;118.61259022;1;18;0
11900;71000;87000;DebtCon;Mgr;20;0;0;238.46666667;11;24;0
11900;41009;68211;DebtCon;Office;23;0;0;234.92961744;0;28;0
11900;28329;80963;HomeImp;ProfExe;21;0;0;239.45711772;0;10;0
11900;58104;77870;HomeImp;Other;7;0;0;69.433333333;1;19;1
11900;52814;72000;DebtCon;Other;12;0;0;123.6;0;20;1
11900;34222;59948;DebtCon;Office;24;0;0;228.0753508;1;29;0
11900;26601;52544;HomeImp;Other;0;0;0;240.6943608;0;11;0
11900;81849;105403;HomeImp;ProfExe;5;0;1;82.639505382;1;34;0
11900;29822;48574;DebtCon;Office;13;0;0;132.4016914;0;4;1
11900;201264;227295;HomeImp;ProfExe;10;0;0;239.74336633;0;22;0
11900;97506;110902;DebtCon;Other;17;0;1;196.56812795;2;15;0
11900;89595;107895;HomeImp;Mgr;9;0;0;250.46824187;0;24;0
11900;78959;104371;DebtCon;Mgr;1;0;0;79.081397224;1;23;0
11900;81318;105454;HomeImp;ProfExe;6;0;0;92.136821036;1;33;0
12000;84172;123415;DebtCon;Office;9;0;0;139.01844935;1;21;0
12000;63019;74204;DebtCon;Office;6;0;0;98.591738332;2;14;0
12000;41182;59947;HomeImp;Other;23;0;0;118.17993915;0;22;0
12000;57371;69076;DebtCon;Mgr;10;1;0;83.251972039;1;19;0
12000;76799;83864;DebtCon;Mgr;8;0;0;102.20427433;0;22;0
12000;35028;55079;HomeImp;Other;23;0;1;108.63396857;0;23;0
12000;7804;65395;HomeImp;Other;8;2;0;347.12332582;0;21;0
12000;38130;68707;DebtCon;Office;23;0;0;234.88798047;1;29;0
12000;15756;53079;HomeImp;Office;23;0;0;259.55504435;0;20;0
12000;69796;93757;DebtCon;Office;16;0;1;91.432675908;0;8;0
12000;79844;98139;HomeImp;ProfExe;8;0;0;156.95475827;0;34;0
12000;76345;89036;HomeImp;Other;8;0;0;91.97034976;1;19;1
12000;35721;52938;HomeImp;Other;23;0;1;125.928071;0;22;0
12000;72786;84595;DebtCon;Office;4;2;2;198.76932508;3;30;0
12000;42000;60000;DebtCon;Other;4;1;2;145.53333333;0;23;1
12000;69000;92900;HomeImp;ProfExe;2;0;0;115.9;0;15;1
12000;74427;96270;DebtCon;Other;18;0;1;169.73333333;2;40;1
12000;43000;64000;DebtCon;Other;1;0;0;262.96666667;0;21;0
12000;96000;135000;HomeImp;ProfExe;14;0;0;126.8;5;22;0
12000;46000;60200;DebtCon;Other;4;0;0;176.5;0;14;0
12000;98000;123385;HomeImp;ProfExe;10;0;0;170.43333333;3;32;0
12000;76187;93100;DebtCon;Other;0.5;0;0;144.06666667;0;23;0
12000;73000;94900;DebtCon;ProfExe;9;3;0;189.7;1;30;0
12000;29600;61250;DebtCon;ProfExe;7.5;0;0;264.8;1;16;0
12000;94000;112125;HomeImp;Office;2;0;0;143.03333333;1;22;0
12000;72000;106000;DebtCon;Other;6;0;0;78.066666667;2;14;0
12000;42482;67800;DebtCon;ProfExe;19;0;0;199.9;0;16;0
12000;53800;80000;DebtCon;Other;0.3;0;0;124.76666667;4;11;0
12000;88000;118750;HomeImp;Mgr;3;0;3;153.5;0;26;0
12000;44000;59500;DebtCon;Other;3.7;0;0;172.5;0;14;0
12000;81000;105250;DebtCon;ProfExe;9;0;0;200.9;2;37;0
12000;81000;99000;HomeImp;Other;20;0;0;136;4;24;0
12000;64000;80000;DebtCon;Other;2;0;0;239.53333333;3;26;0
12000;85039;111100;DebtCon;ProfExe;0.2;1;2;144.06666667;1;34;0
12000;87000;113850;DebtCon;Office;11;0;0;216.13333333;0;12;0
12000;75373;102602;HomeImp;Other;6;2;0;99.366666667;0;21;1
12000;36000;51900;DebtCon;Other;0.1;0;0;247.5;1;10;1
12000;114390;132800;DebtCon;Mgr;10;0;0;95.733333333;0;25;1
12000;118000;139350;HomeImp;ProfExe;2;0;0;153.16666667;2;17;1
12000;59099;82000;DebtCon;Other;10;0;2;219.13333333;0;33;1
12000;15231;42845.01;DebtCon;Office;6.5;0;1;65.966666667;2;18;1
12000;48786;89800;HomeImp;ProfExe;29.9;0;5;220.13333333;1;16;1
12000;74265;91000;HomeImp;Other;7;1;0;137;0;3;1
12000;42000;58000;DebtCon;Other;5;0;1;113.63333333;1;18;1
12000;76674;97936;DebtCon;Mgr;5;0;0;147.91420273;2;27;0
12000;36072;62960;DebtCon;ProfExe;8;0;0;288.5298732;0;16;0
12000;97650;115931;DebtCon;ProfExe;11;0;0;199.82804201;1;17;0
12000;88210;114224;DebtCon;ProfExe;8;0;0;203.46897898;1;36;0
12000;84191;100654;HomeImp;ProfExe;0;0;0;79.677885378;1;20;0
12000;63589;75959;HomeImp;Office;14;1;0;253.61692796;1;31;0
12000;48189;53969;DebtCon;Other;5;0;0;276.38174269;0;18;1
12000;98428;114820;DebtCon;Other;16;0;1;188.14820819;2;15;0
12100;56335;86648;HomeImp;Other;17;0;0;206.24709466;0;17;0
12100;48622;83158;HomeImp;Other;4;0;2;191.56929158;0;12;0
12100;58556;76724;HomeImp;Other;3;0;1;234.65854468;1;16;0
12100;13218;82386;DebtCon;Other;7;0;0;262.39425427;0;14;0
12100;96439;126328;HomeImp;Mgr;3;0;3;156.31913094;0;26;0
12100;44484;64398;DebtCon;Other;3;0;0;263.04470405;0;20;0
12100;50100;66410;DebtCon;Other;3;0;0;176.00986434;0;14;0
12100;68941;75029;HomeImp;Office;14;0;0;254.18965549;0;31;0
12100;50150;65565;DebtCon;Other;4;0;0;166.23170863;0;13;0
12100;22000;38750;DebtCon;Other;0.8;0;0;167.4;1;17;1
12100;12000;33938;DebtCon;Mgr;9;0;0;118.76666667;0;11;0
12100;31400;48000;DebtCon;Other;6;1;0;107.53333333;2;16;0
12100;67000;79100;DebtCon;Mgr;5;0;0;155.2;1;32;1
12100;67927;94126;DebtCon;Other;2;0;0;35.53887812;2;3;0
12100;74594;90555;DebtCon;Mgr;4;0;0;123.77662458;2;27;0
12100;83557;98881;HomeImp;ProfExe;6;0;0;102.22570446;1;26;0
12100;61868;66874;HomeImp;Other;30;0;3;170.43863924;0;23;0
12100;46152;72773;DebtCon;Other;0;0;0;270.48998006;0;20;0
12100;97185;113004;DebtCon;Other;13;0;0;202.6225313;2;15;0
